IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
AIR_45,Ambient air pollution attributable YLLs,numeric,AFR,Africa,Country,COM,Comoros,Year,2019,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,0,,,0,,0,0 [0 – 0],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2019,true,Sex,Male,MLE,Cause,Total,ENVCAUSE000,,,,,,,1025181,,,824061,,1244592,1 025 181 [824 061 – 1 244 592],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,EUR,Europe,Country,UKR,Ukraine,Year,2019,true,Sex,Both sexes,BTSX,Cause,Total,ENVCAUSE000,,,,,,,1044151,,,637458,,1401669,1 044 151 [637 458 – 1 401 669],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2019,true,Sex,Male,MLE,Cause,Total,ENVCAUSE000,,,,,,,1052801,,,806516,,1300349,1 052 801 [806 516 – 1 300 349],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,AMR,Americas,Country,USA,United States of America,Year,2019,true,Sex,Both sexes,BTSX,Cause,Ischaemic heart disease,ENVCAUSE113,,,,,,,1070079,,,568356,,1512122,1 070 079 [568 356 – 1 512 122],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2019,true,Sex,Male,MLE,Cause,Ischaemic heart disease,ENVCAUSE113,,,,,,,1082777,,,758094,,1363459,1 082 777 [758 094 – 1 363 459],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2019,true,Sex,Male,MLE,Cause,Total,ENVCAUSE000,,,,,,,1097913,,,673803,,1545472,1 097 913 [673 803 – 1 545 472],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,AMR,Americas,Country,BRA,Brazil,Year,2019,true,Sex,Both sexes,BTSX,Cause,Total,ENVCAUSE000,,,,,,,1106713,,,762934,,1462093,1 106 713 [762 934 – 1 462 093],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,WPR,Western Pacific,Country,CHN,China,Year,2019,true,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,1127187,,,790001,,1479495,1 127 187 [790 001 – 1 479 495],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,WPR,Western Pacific,Country,CHN,China,Year,2019,true,Sex,Female,FMLE,Cause,Chronic obstructive pulmonary disease,ENVCAUSE118,,,,,,,1130746,,,465021,,2041678,1 130 746 [465 021 – 2 041 678],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2019,true,Sex,Both sexes,BTSX,Cause,Ischaemic heart disease,ENVCAUSE113,,,,,,,1140887,,,798574,,1435634,1 140 887 [798 574 – 1 435 634],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2019,true,Sex,Female,FMLE,Cause,Total,ENVCAUSE000,,,,,,,1185660,,,861566,,1519293,1 185 660 [861 566 – 1 519 293],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2019,true,Sex,Both sexes,BTSX,Cause,Total,ENVCAUSE000,,,,,,,1219054,,,321765,,2278363,1 219 054 [321 765 – 2 278 363],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2019,true,Sex,Both sexes,BTSX,Cause,Ischaemic heart disease,ENVCAUSE113,,,,,,,1238496,,,770832,,1631911,1 238 496 [770 832 – 1 631 911],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2019,true,Sex,Both sexes,BTSX,Cause,Total,ENVCAUSE000,,,,,,,1367010,,,1043190,,1699350,1 367 010 [1 043 190 – 1 699 350],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2019,true,Sex,Both sexes,BTSX,Cause,Ischaemic heart disease,ENVCAUSE113,,,,,,,1367427,,,734325,,2010294,1 367 427 [734 325 – 2 010 294],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,SEAR,South-East Asia,Country,IND,India,Year,2019,true,Sex,Female,FMLE,Cause,Stroke,ENVCAUSE114,,,,,,,1453026,,,780155,,2227436,1 453 026 [780 155 – 2 227 436],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2019,true,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,1508143,,,1091094,,1963531,1 508 143 [1 091 094 – 1 963 531],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,AMR,Americas,Country,USA,United States of America,Year,2019,true,Sex,Both sexes,BTSX,Cause,Total,ENVCAUSE000,,,,,,,1535185,,,962618,,2130295,1 535 185 [962 618 – 2 130 295],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,SEAR,South-East Asia,Country,IND,India,Year,2019,true,Sex,Female,FMLE,Cause,Chronic obstructive pulmonary disease,ENVCAUSE118,,,,,,,1612894,,,706122,,2912294,1 612 894 [706 122 – 2 912 294],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2019,true,Sex,Male,MLE,Cause,Total,ENVCAUSE000,,,,,,,1655732,,,1214906,,2104007,1 655 732 [1 214 906 – 2 104 007],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,AFR,Africa,Country,NGA,Nigeria,Year,2019,true,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,1707227,,,1220621,,2270063,1 707 227 [1 220 621 – 2 270 063],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2019,true,Sex,Both sexes,BTSX,Cause,Ischaemic heart disease,ENVCAUSE113,,,,,,,1707817,,,1195708,,2150523,1 707 817 [1 195 708 – 2 150 523],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2019,true,Sex,Female,FMLE,Cause,Total,ENVCAUSE000,,,,,,,1716620,,,1370343,,2053565,1 716 620 [1 370 343 – 2 053 565],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,SEAR,South-East Asia,Country,IND,India,Year,2019,true,Sex,Male,MLE,Cause,Stroke,ENVCAUSE114,,,,,,,1746258,,,937596,,2676951,1 746 258 [937 596 – 2 676 951],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2019,true,Sex,Both sexes,BTSX,Cause,Total,ENVCAUSE000,,,,,,,1762074,,,1414738,,2146036,1 762 074 [1 414 738 – 2 146 036],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,WPR,Western Pacific,Country,CHN,China,Year,2019,true,Sex,Male,MLE,Cause,Chronic obstructive pulmonary disease,ENVCAUSE118,,,,,,,1772516,,,728950,,3200461,1 772 516 [728 950 – 3 200 461],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2019,true,Sex,Both sexes,BTSX,Cause,Total,ENVCAUSE000,,,,,,,1779274,,,1372694,,2203094,1 779 274 [1 372 694 – 2 203 094],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,WPR,Western Pacific,Country,CHN,China,Year,2019,true,Sex,Male,MLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,1823496,,,1122592,,2646956,1 823 496 [1 122 592 – 2 646 956],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2019,true,Sex,Both sexes,BTSX,Cause,Total,ENVCAUSE000,,,,,,,1935705,,,1171572,,2751765,1 935 705 [1 171 572 – 2 751 765],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2019,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,1.16,,,0.34,,2.43,1.16 [0.34 – 2.43],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,AMR,Americas,Country,LCA,Saint Lucia,Year,2019,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,1.88,,,0.66,,3.74,1.88 [0.66 – 3.74],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,AFR,Africa,Country,TGO,Togo,Year,2019,true,Sex,Female,FMLE,Cause,Ischaemic heart disease,ENVCAUSE113,,,,,,,10042,,,6608,,13066,10 042 [6608 – 13 066],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2019,true,Sex,Both sexes,BTSX,Cause,Total,ENVCAUSE000,,,,,,,10065,,,7843,,12106,10 065 [7843 – 12 106],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,AMR,Americas,Country,PRY,Paraguay,Year,2019,true,Sex,Male,MLE,Cause,Ischaemic heart disease,ENVCAUSE113,,,,,,,10082,,,5690,,13893,10 082 [5690 – 13 893],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2019,true,Sex,Both sexes,BTSX,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,10089,,,5816,,15738,10 089 [5816 – 15 738],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,EUR,Europe,Country,HUN,Hungary,Year,2019,true,Sex,Male,MLE,Cause,Stroke,ENVCAUSE114,,,,,,,10110,,,4567,,16520,10 110 [4567 – 16 520],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,EUR,Europe,Country,KAZ,Kazakhstan,Year,2019,true,Sex,Male,MLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,10116,,,5287,,16406,10 116 [5287 – 16 406],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2019,true,Sex,Both sexes,BTSX,Cause,Stroke,ENVCAUSE114,,,,,,,10130,,,1645,,21596,10 130 [1645 – 21 596],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,AMR,Americas,Country,SLV,El Salvador,Year,2019,true,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,10130,,,5201,,15203,10 130 [5201 – 15 203],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2019,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,10173,,,6505,,14399,10 173 [6505 – 14 399],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,EUR,Europe,Country,GRC,Greece,Year,2019,true,Sex,Both sexes,BTSX,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,10177,,,5285,,17042,10 177 [5285 – 17 042],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,AMR,Americas,Country,COL,Colombia,Year,2019,true,Sex,Female,FMLE,Cause,Chronic obstructive pulmonary disease,ENVCAUSE118,,,,,,,10179,,,2611,,23142,10 179 [2611 – 23 142],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,AMR,Americas,Country,CAN,Canada,Year,2019,true,Sex,Both sexes,BTSX,Cause,Stroke,ENVCAUSE114,,,,,,,10180,,,2900,,21887,10 180 [2900 – 21 887],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2019,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,10199,,,6230,,14819,10 199 [6230 – 14 819],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,EUR,Europe,Country,FIN,Finland,Year,2019,true,Sex,Male,MLE,Cause,Total,ENVCAUSE000,,,,,,,10202,,,5571,,14739,10 202 [5571 – 14 739],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,AFR,Africa,Country,LBR,Liberia,Year,2019,true,Sex,Both sexes,BTSX,Cause,Ischaemic heart disease,ENVCAUSE113,,,,,,,10212,,,6498,,13531,10 212 [6498 – 13 531],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,AMR,Americas,Country,URY,Uruguay,Year,2019,true,Sex,Male,MLE,Cause,Total,ENVCAUSE000,,,,,,,10224,,,6492,,14232,10 224 [6492 – 14 232],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,AFR,Africa,Country,RWA,Rwanda,Year,2019,true,Sex,Male,MLE,Cause,Stroke,ENVCAUSE114,,,,,,,10239,,,4153,,18019,10 239 [4153 – 18 019],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2019,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,10244,,,5798,,15974,10 244 [5798 – 15 974],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2019,true,Sex,Male,MLE,Cause,Total,ENVCAUSE000,,,,,,,10304,,,6619,,13843,10 304 [6619 – 13 843],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2019,true,Sex,Female,FMLE,Cause,Ischaemic heart disease,ENVCAUSE113,,,,,,,10314,,,5450,,14716,10 314 [5450 – 14 716],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2019,true,Sex,Male,MLE,Cause,Stroke,ENVCAUSE114,,,,,,,10327,,,5008,,15845,10 327 [5008 – 15 845],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,EUR,Europe,Country,IRL,Ireland,Year,2019,true,Sex,Both sexes,BTSX,Cause,Ischaemic heart disease,ENVCAUSE113,,,,,,,10359,,,5733,,14529,10 359 [5733 – 14 529],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,WPR,Western Pacific,Country,SGP,Singapore,Year,2019,true,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,10402,,,4147,,17911,10 402 [4147 – 17 911],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2019,true,Sex,Male,MLE,Cause,Total,ENVCAUSE000,,,,,,,10415,,,7507,,13197,10 415 [7507 – 13 197],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,AMR,Americas,Country,CHL,Chile,Year,2019,true,Sex,Male,MLE,Cause,Stroke,ENVCAUSE114,,,,,,,10434,,,5197,,15959,10 434 [5197 – 15 959],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,AFR,Africa,Country,GIN,Guinea,Year,2019,true,Sex,Male,MLE,Cause,Stroke,ENVCAUSE114,,,,,,,10459,,,5268,,16794,10 459 [5268 – 16 794],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,WPR,Western Pacific,Country,MNG,Mongolia,Year,2019,true,Sex,Female,FMLE,Cause,Ischaemic heart disease,ENVCAUSE113,,,,,,,10471,,,7322,,13310,10 471 [7322 – 13 310],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,AFR,Africa,Country,DZA,Algeria,Year,2019,true,Sex,Both sexes,BTSX,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,10483,,,4615,,18235,10 483 [4615 – 18 235],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,AFR,Africa,Country,BEN,Benin,Year,2019,true,Sex,Female,FMLE,Cause,Stroke,ENVCAUSE114,,,,,,,10484,,,5349,,16708,10 484 [5349 – 16 708],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,EUR,Europe,Country,POL,Poland,Year,2019,true,Sex,Female,FMLE,Cause,Chronic obstructive pulmonary disease,ENVCAUSE118,,,,,,,10505,,,3227,,22062,10 505 [3227 – 22 062],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,AFR,Africa,Country,ERI,Eritrea,Year,2019,true,Sex,Both sexes,BTSX,Cause,Ischaemic heart disease,ENVCAUSE113,,,,,,,10508,,,6020,,15071,10 508 [6020 – 15 071],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2019,true,Sex,Female,FMLE,Cause,Total,ENVCAUSE000,,,,,,,10536,,,8312,,13004,10 536 [8312 – 13 004],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2019,true,Sex,Both sexes,BTSX,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,10603,,,5845,,16649,10 603 [5845 – 16 649],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,AFR,Africa,Country,DZA,Algeria,Year,2019,true,Sex,Both sexes,BTSX,Cause,Chronic obstructive pulmonary disease,ENVCAUSE118,,,,,,,10609,,,3137,,22289,10 609 [3137 – 22 289],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,EUR,Europe,Country,FRA,France,Year,2019,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,10628,,,5090,,18735,10 628 [5090 – 18 735],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2019,true,Sex,Male,MLE,Cause,Stroke,ENVCAUSE114,,,,,,,10662,,,5028,,16404,10 662 [5028 – 16 404],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2019,true,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,10673,,,6110,,15562,10 673 [6110 – 15 562],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2019,true,Sex,Both sexes,BTSX,Cause,Total,ENVCAUSE000,,,,,,,10682,,,8352,,12866,10 682 [8352 – 12 866],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2019,true,Sex,Male,MLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,10730,,,5086,,18795,10 730 [5086 – 18 795],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,EUR,Europe,Country,NLD,Netherlands,Year,2019,true,Sex,Both sexes,BTSX,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,10741,,,5177,,18878,10 741 [5177 – 18 878],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2019,true,Sex,Female,FMLE,Cause,Ischaemic heart disease,ENVCAUSE113,,,,,,,10818,,,6800,,14089,10 818 [6800 – 14 089],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,AFR,Africa,Country,LSO,Lesotho,Year,2019,true,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,10820,,,4752,,17559,10 820 [4752 – 17 559],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2019,true,Sex,Female,FMLE,Cause,Stroke,ENVCAUSE114,,,,,,,10851,,,5285,,16987,10 851 [5285 – 16 987],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,EUR,Europe,Country,ISR,Israel,Year,2019,true,Sex,Female,FMLE,Cause,Total,ENVCAUSE000,,,,,,,10868,,,8499,,13367,10 868 [8499 – 13 367],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2019,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,10879,,,6274,,17017,10 879 [6274 – 17 017],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2019,true,Sex,Male,MLE,Cause,Chronic obstructive pulmonary disease,ENVCAUSE118,,,,,,,10885,,,4647,,19131,10 885 [4647 – 19 131],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2019,true,Sex,Both sexes,BTSX,Cause,Total,ENVCAUSE000,,,,,,,10901,,,4890,,17136,10 901 [4890 – 17 136],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,EUR,Europe,Country,ROU,Romania,Year,2019,true,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,10909,,,4630,,18391,10 909 [4630 – 18 391],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2019,true,Sex,Both sexes,BTSX,Cause,Chronic obstructive pulmonary disease,ENVCAUSE118,,,,,,,10920,,,3687,,20826,10 920 [3687 – 20 826],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2019,true,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,10954,,,219.5,,28433,10 954 [219.5 – 28 433],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2019,true,Sex,Both sexes,BTSX,Cause,Stroke,ENVCAUSE114,,,,,,,10961,,,4544,,19040,10 961 [4544 – 19 040],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,AMR,Americas,Country,PRY,Paraguay,Year,2019,true,Sex,Female,FMLE,Cause,Total,ENVCAUSE000,,,,,,,10968,,,7163,,15279,10 968 [7163 – 15 279],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2019,true,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,10971,,,1577,,22089,10 971 [1577 – 22 089],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2019,true,Sex,Both sexes,BTSX,Cause,Ischaemic heart disease,ENVCAUSE113,,,,,,,10995,,,6120,,15225,10 995 [6120 – 15 225],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,AMR,Americas,Country,BLZ,Belize,Year,2019,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,10.08,,,0.48,,24.58,10.08 [0.48 – 24.58],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,WPR,Western Pacific,Country,TON,Tonga,Year,2019,true,Sex,Male,MLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,10.73,,,0,,29.98,10.73 [0 – 29.98],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2019,true,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,100659,,,57625,,145770,100 659 [57 625 – 145 770],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,AFR,Africa,Country,MLI,Mali,Year,2019,true,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,100932,,,47002,,156103,100 932 [47 002 – 156 103],,,EN,2022-08-26T07:00:00.000Z
AIR_45,Ambient air pollution attributable YLLs,numeric,EUR,Europe,Country,SVK,Slovakia,Year,2019,true,Sex,Female,FMLE,Cause,"Trachea, bronchus, lung cancers",ENVCAUSE068,,,,,,,1003,,,525.4,,1666,1003 [525.4 – 1666],,,EN,2022-08-26T07:00:00.000Z
