"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",67.543,
"CMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",60.167,
"CMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",69.061,
"CMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",62.542,
"CMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",60.636,
"CMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",60.062,
"CMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",62.559,
"CMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",57.965,
"CMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",57.778,
"CMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",71.141,
"CMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",66.837,
"CMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",63.753,
"CMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",65.457,
"CMR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",66.154,
"CAF","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",45.819,
"CAF","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",45.064,
"CAF","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",45.652,
"CAF","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",42.077,
"CAF","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",44.33,
"CAF","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",47.259,
"CAF","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",47.628,
"CAF","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",45.188,
"CAF","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",42.844,
"CAF","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",48.644,
"CAF","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",46.04,
"CAF","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",44.878,
"CAF","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",46.622,
"CAF","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",46.897,
"TCD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",59.562,
"TCD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",55.116,
"TCD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",60.285,
"TCD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",59.442,
"TCD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",57.804,
"TCD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",58.929,
"TCD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",60.051,
"TCD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",55.868,
"TCD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",53.489,
"TCD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",64.14,
"TCD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",59.853,
"TCD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",59.552,
"TCD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",59.321,
"TCD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",59.426,
"CHL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",23.58,
"CHL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",23.458,
"CHL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",22.98,
"CHL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",21.952,
"CHL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",21.935,
"CHL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",23.314,
"CHL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",22.287,
"CHL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",23.856,
"CHL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",23.203,
"CHL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",24.495,
"CHL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",24.729,
"CHL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",22.81,
"CHL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",23.639,
"CHL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",23.683,
"CHN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",49.597,
"CHN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",49.884,
"CHN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",50.822,
"CHN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",51.653,
"CHN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",53.243,
"CHN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",58.413,
"CHN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",58.916,
"CHN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",63.321,
"CHN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",60.319,
"CHN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",56.262,
"CHN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",51.644,
"CHN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",49.983,
"CHN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",49.333,
"CHN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",47.729,
"COL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",30.188,
"COL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",28.977,
"COL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",29.02,
"COL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",23.967,
"COL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",25.657,
"COL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",26.626,
"COL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",23.988,
"COL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",24.85,
"COL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",24.424,
"COL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",23.456,
"COL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",23.254,
"COL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",22.566,
"COL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",22.639,
"COL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",22.525,
"COG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",41.088,
"COG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",39.983,
"COG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",39.454,
"COG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",37.729,
"COG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",38.918,
"COG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",39.496,
"COG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",40.019,
"COG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",41.834,
"COG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",38.83,
"COG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",42.221,
"COG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",40.827,
"COG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",38.642,
"COG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",39.683,
"COG","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",39.25,
"CRI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",16.838,
"CRI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",16.209,
"CRI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",17.974,
"CRI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",18.188,
"CRI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",18.152,
"CRI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",19.612,
"CRI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",18.908,
"CRI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",19.218,
"CRI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",18.307,
"CRI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",18.582,
"CRI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",17.925,
"CRI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",17.462,
"CRI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",17.542,
"CRI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",17.436,
"CIV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",57.821,
"CIV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",48.649,
"CIV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",60.17,
"CIV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",57.055,
"CIV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",51.076,
"CIV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",56.814,
"CIV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",57.038,
"CIV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",49.044,
"CIV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",48.23,
"CIV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",63.771,
"CIV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",61.666,
"CIV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",55.332,
"CIV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",55.897,
"CIV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",55.925,
"HRV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",25.372,
"HRV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",24.95,
"HRV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",23.347,
"HRV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",22.797,
"HRV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",20.824,
"HRV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",22.821,
"HRV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",20.227,
"HRV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",19.698,
"HRV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",19.266,
"HRV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",19.639,
"HRV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",17.484,
"HRV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",18.077,
"HRV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",18.375,
"HRV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",18.227,
"CUB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",20.232,
"CUB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",19.799,
"CUB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",21.007,
"CUB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",19.311,
"CUB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",18.271,
"CUB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",19.138,
"CUB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",19.282,
"CUB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",19.425,
"CUB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",19.808,
"CUB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",20.309,
"CUB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",19.599,
"CUB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",18.606,
"CUB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",18.451,
"CUB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",17.955,
"CYP","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",15.935,
"CYP","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",17.091,
"CYP","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",18.802,
"CYP","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",18.267,
"CYP","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",19.129,
"CYP","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",18.825,
"CYP","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",17.084,
"CYP","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",16.562,
"CYP","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",16.665,
"CYP","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",17.407,
"CYP","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",14.624,
"CYP","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",15.356,
"CYP","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",15.814,
"CYP","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",15.793,
"PRK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",41.821,
"PRK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",40.201,
"PRK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",41.298,
"PRK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",41.445,
"PRK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",39.387,
"PRK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",45.33,
"PRK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",46.176,
"PRK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",50.611,
"PRK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",50.002,
"PRK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",47.968,
"PRK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",43.521,
"PRK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",43.514,
"PRK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",45.142,
"PRK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",45.183,
"COD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",40.225,
"COD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",40.027,
"COD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",39.75,
"COD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",36.256,
"COD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",35.726,
"COD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",36.868,
"COD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",38.952,
"COD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",38.17,
"COD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",36.745,
"COD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",40.429,
"COD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",38.143,
"COD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",35.846,
"COD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",36.823,
"COD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",36.273,
"DOM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",16.54,
"DOM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",16.246,
"DOM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",18.413,
"DOM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",17.881,
"DOM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",17.14,
"DOM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",16.544,
"DOM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",17.368,
"DOM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",17.234,
"DOM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",17.827,
"DOM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",18.628,
"DOM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",18.179,
"DOM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",18.153,
"DOM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",18.151,
"DOM","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",18.145,
"ECU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",21.908,
"ECU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",19.098,
"ECU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",19.393,
"ECU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",20.331,
"ECU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",22.062,
"ECU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",20.294,
"ECU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",21.651,
"ECU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",20.755,
"ECU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",21.547,
"ECU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",21.736,
"ECU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",21.445,
"ECU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",19.899,
"ECU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",20.716,
"ECU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",20.606,
"EGY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",66.247,
"EGY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",74.226,
"EGY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",69.847,
"EGY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",69.681,
"EGY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",78.488,
"EGY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",69.739,
"EGY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",69.653,
"EGY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",74.715,
"EGY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",72.013,
"EGY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",73.106,
"EGY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",66.714,
"EGY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",66.953,
"EGY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",68.489,
"EGY","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",67.915,
"SLV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",30.247,
"SLV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",28.991,
"SLV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",30.197,
"SLV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",24.876,
"SLV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",24.312,
"SLV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",28.711,
"SLV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",25.465,
"SLV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",26.966,
"SLV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",24.486,
"SLV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",25.614,
"SLV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",23.549,
"SLV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",23.152,
"SLV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",22.778,
"SLV","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",22.349,
"GNQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",49.627,
"GNQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",41.802,
"GNQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",49.185,
"GNQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",42.169,
"GNQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",41.573,
"GNQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",43.113,
"GNQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",41.348,
"GNQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",40.72,
"GNQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",40.67,
"GNQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",50.104,
"GNQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",48.368,
"GNQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",44.578,
"GNQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",46.603,
"GNQ","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",47.034,
"ERI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",44.637,
"ERI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",41.173,
"ERI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",45.064,
"ERI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",42.513,
"ERI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",43.616,
"ERI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",43.96,
"ERI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",45.161,
"ERI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",45.487,
"ERI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",39.917,
"ERI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",43.648,
"ERI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",41.969,
"ERI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",44.349,
"ERI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",44.135,
"ERI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",44.779,
"EST","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",8.029,
"EST","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",7.527,
"EST","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",8.499,
"EST","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",8.375,
"EST","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",8.65,
"EST","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",7.788,
"EST","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",7.524,
"EST","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",7.587,
"EST","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",8.177,
"EST","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",6.617,
"EST","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",6.57,
"EST","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",5.726,
"EST","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",6.042,
"EST","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",5.95,
"ETH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",29.638,
"ETH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",27.005,
"ETH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",30.878,
"ETH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",31.51,
"ETH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",34.01,
"ETH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",34.917,
"ETH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",35.579,
"ETH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",35.381,
"ETH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",33.021,
"ETH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",34.448,
"ETH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",33.662,
"ETH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",33.971,
"ETH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",33.899,
"ETH","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",33.833,
"FJI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",8.074,
"FJI","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",8.14,
