"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SRB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",26.643,
"SRB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",26.073,
"SRB","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",25.504,
"MNE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",32.991,
"MNE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",32.146,
"MNE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",30.232,
"MNE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",27.588,
"MNE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",26.128,
"MNE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",29.088,
"MNE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",27.246,
"MNE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",25.108,
"MNE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",24.887,
"MNE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",24.499,
"MNE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",22.283,
"MNE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",22.984,
"MNE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",22.762,
"MNE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",22.322,
"G20","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",41.569,
"G20","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",39.743,
"G20","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",41.764,
"G20","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",41.406,
"G20","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",44.535,
"G20","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",46.919,
"G20","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",48.601,
"G20","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",50.684,
"G20","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",51.133,
"G20","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",48.053,
"G20","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",47.48,
"G20","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",43.967,
"G20","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",44.12,
"G20","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",43.647,
"EU28","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",20.916,
"EU28","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",19.667,
"EU28","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",18.21,
"EU28","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",16.805,
"EU28","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",16.496,
"EU28","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",16.806,
"EU28","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",15.04,
"EU28","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",14.558,
"EU28","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",13.779,
"EU28","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",13.913,
"EU28","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",12.893,
"EU28","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",13.142,
"EU28","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",13.158,
"EU28","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",13.035,
"OECD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",19.391,
"OECD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",18.584,
"OECD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",17.8,
"OECD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",16.043,
"OECD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",15.672,
"OECD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",16.231,
"OECD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",15.236,
"OECD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",15.28,
"OECD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",14.797,
"OECD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",14.761,
"OECD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",14.042,
"OECD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",14.008,
"OECD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",14.058,
"OECD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",13.927,
"OECDE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",21.185,
"OECDE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",20.043,
"OECDE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",18.98,
"OECDE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",17.609,
"OECDE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",18.041,
"OECDE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",18.057,
"OECDE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",16.5,
"OECDE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",16.234,
"OECDE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",15.497,
"OECDE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",15.771,
"OECDE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",14.786,
"OECDE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",14.761,
"OECDE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",14.818,
"OECDE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",14.643,
"AUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",0,
"AUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",3.002,
"AUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",0.005,
"AUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",0.005,
"AUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",0.004,
"AUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",0.004,
"AUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",0.004,
"AUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",0.004,
"AUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",0.004,
"AUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",0.004,
"AUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",0.004,
"AUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",0.004,
"AUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",0.004,
"AUS","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",0.004,
"AUT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",99.969,
"AUT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",99.823,
"AUT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",99.324,
"AUT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",97.799,
"AUT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",97.069,
"AUT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",98.692,
"AUT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",96.542,
"AUT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",96.43,
"AUT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",89.034,
"AUT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",92.085,
"AUT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",88.978,
"AUT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",80.686,
"AUT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",83.825,
"AUT","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",82.411,
"BEL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",100,
"BEL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",99.975,
"BEL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",99.564,
"BEL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",98.859,
"BEL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",99.416,
"BEL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",99.41,
"BEL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",98.18,
"BEL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",98.343,
"BEL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",92.876,
"BEL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",95.2,
"BEL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",91.983,
"BEL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",92.502,
"BEL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",93.224,
"BEL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",93.062,
"CAN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",51.193,
"CAN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",47.665,
"CAN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",38.445,
"CAN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",39.453,
"CAN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",11.481,
"CAN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",5.572,
"CAN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",6.081,
"CAN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",1.767,
"CAN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",2.215,
"CAN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",1.21,
"CAN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",0.193,
"CAN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",1.828,
"CAN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",1.497,
"CAN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",1.767,
"CZE","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",100,
"CZE","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",100,
"CZE","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",99.983,
"CZE","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",99.983,
"CZE","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",99.983,
"CZE","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",99.983,
"CZE","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",99.983,
"CZE","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",99.98,
"CZE","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",99.924,
"CZE","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",99.943,
"CZE","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",99.783,
"CZE","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",99.551,
"CZE","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",99.728,
"CZE","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",99.673,
"DNK","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",96.325,
"DNK","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",91.616,
"DNK","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",99.638,
"DNK","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",98.039,
"DNK","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",97.494,
"DNK","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",98.991,
"DNK","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",77.026,
"DNK","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",68.03,
"DNK","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",80.751,
"DNK","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",58.894,
"DNK","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",20.933,
"DNK","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",65.621,
"DNK","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",41.147,
"DNK","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",36.413,
"FIN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",28.186,
"FIN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",12.348,
"FIN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",6.695,
"FIN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",1.708,
"FIN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",0.902,
"FIN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",0.626,
"FIN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",0,
"FIN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",0,
"FIN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",0,
"FIN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",0,
"FIN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",0,
"FIN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",0,
"FIN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",0,
"FIN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",0,
"FRA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",96.83,
"FRA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",96.485,
"FRA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",97.485,
"FRA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",96.187,
"FRA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",95.21,
"FRA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",95.774,
"FRA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",92.406,
"FRA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",92.082,
"FRA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",71.802,
"FRA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",82.122,
"FRA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",71.933,
"FRA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",67.486,
"FRA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",71.593,
"FRA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",69.267,
"DEU","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",99.979,
"DEU","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",99.743,
"DEU","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",99.825,
"DEU","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",99.312,
"DEU","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",99.598,
"DEU","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",99.612,
"DEU","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",98.283,
"DEU","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",98.646,
"DEU","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",91.929,
"DEU","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",95.464,
"DEU","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",88.317,
"DEU","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",87.046,
"DEU","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",88.721,
"DEU","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",86.831,
"GRC","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",97.288,
"GRC","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",97.341,
"GRC","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",99.31,
"GRC","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",99.242,
"GRC","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",99.306,
"GRC","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",99.351,
"GRC","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",98.927,
"GRC","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",98.392,
"GRC","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",97.671,
"GRC","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",98.385,
"GRC","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",96.987,
"GRC","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",97.033,
"GRC","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",97.082,
"GRC","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",96.611,
"HUN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",100,
"HUN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",100,
"HUN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",100,
"HUN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",100,
"HUN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",100,
"HUN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",100,
"HUN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",100,
"HUN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",100,
"HUN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",100,
"HUN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",100,
"HUN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",100,
"HUN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",100,
"HUN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",100,
"HUN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",100,
"ISL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",29.675,
"ISL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",29.283,
"ISL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",27.223,
"ISL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",27.217,
"ISL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",25.767,
"ISL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",25.769,
"ISL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",3.469,
"ISL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",3.469,
"ISL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",3.469,
"ISL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",3.469,
"ISL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",3.469,
"ISL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",3.469,
"ISL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",3.469,
"ISL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",3.469,
"IRL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",85.865,
"IRL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",82.535,
"IRL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",74.319,
"IRL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",63.236,
"IRL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",44.043,
"IRL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",52.331,
"IRL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",19.156,
"IRL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",6.197,
"IRL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",6.06,
"IRL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",4.901,
"IRL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",0.552,
"IRL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",0.091,
"IRL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",0.596,
"IRL","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",0.596,
"ITA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",96.908,
"ITA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",96.419,
"ITA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",99.129,
"ITA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",98.588,
"ITA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",98.465,
"ITA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",98.743,
"ITA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",97.824,
"ITA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",96.764,
"ITA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",95.93,
"ITA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",96.915,
"ITA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",91.645,
"ITA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",91.945,
"ITA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",92.92,
"ITA","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",91.421,
"JPN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",94.53,
"JPN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",91.683,
"JPN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",91.382,
"JPN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",88.925,
"JPN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",87.379,
"JPN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",93.568,
"JPN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",94.9,
"JPN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",95.818,
"JPN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",98.887,
"JPN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",97.196,
"JPN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",98.283,
"JPN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",98.169,
"JPN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",97.657,
"JPN","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",97.646,
"KOR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",99.432,
"KOR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",99.432,
"KOR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",99.432,
"KOR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",99.432,
"KOR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",99.445,
"KOR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",99.445,
"KOR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",99.445,
"KOR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",99.445,
"KOR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",99.445,
"KOR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",99.445,
"KOR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",99.445,
"KOR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",99.445,
"KOR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",99.445,
"KOR","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",99.445,
"LUX","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",100,
"LUX","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",100,
"LUX","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",99.924,
"LUX","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",96.464,
"LUX","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",98.956,
"LUX","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",98.956,
"LUX","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",89.175,
"LUX","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",93.062,
"LUX","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",64.754,
"LUX","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",75.518,
"LUX","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",57.544,
"LUX","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",40.67,
"LUX","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",68.557,
"LUX","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",68.557,
"MEX","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",99.888,
"MEX","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",99.894,
"MEX","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",99.908,
"MEX","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2005",99.594,
"MEX","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2010",99.571,
"MEX","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2011",99.654,
"MEX","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2012",99.545,
"MEX","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2013",99.568,
"MEX","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2014",99.521,
"MEX","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2015",99.484,
"MEX","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2016",99.483,
"MEX","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2017",99.483,
"MEX","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2018",99.483,
"MEX","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2019",99.483,
"NLD","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1990",99.98,
"NLD","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","1995",99.745,
"NLD","POLLUTIONEXP","EXPOS2PM25","PC_POP","A","2000",99.981,
